pooled_delta_AUC,SE_pooled,U_bar,B,T_var,z_pooled,p_normal,p_t,df_BR,lambda_fmi,m_valid
0.07849454751451636,0.02877324924277562,7.505878272772538e-4,7.421956292124856e-5,8.278998719868877e-4,2.728039049473175,0.006371206534289568,0.006422598509174206,2167.8865504774612,0.09338332729064415,24
