Fold,Mean_AUC,SD_AUC
1,0.7961638366872634,0.06427994608836402
2,0.8311587274671939,0.07276029602008104
3,0.7843288262240381,0.08148586405085063
4,0.7894524875770387,0.07472519336868458
5,0.790611460117674,0.06960553880925141
6,0.7859413086120431,0.0769150920110186
7,0.7939995904041905,0.09256973528731696
8,0.7981519482563687,0.07000343284536448
9,0.7762370591234526,0.06534168026062251
10,0.7650152636322067,0.09195658623575369
